TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0005, 512, 0.7, 32] AVG: 0.7471979587364204 VAR: 0.00042197035270803555 F1: 0.745334385702423 SEED: 21054
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0005, 128, 0.8, 32] AVG: 0.7465483234714004 VAR: 0.00044773534800519714 F1: 0.7448033765158983 SEED: 27129
TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0005, 128, 0.5, 32] AVG: 0.7438989073604457 VAR: 0.0005408482522536564 F1: 0.7398792026192798 SEED: 27129
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0005, 128, 0.5, 32] AVG: 0.7445563695563696 VAR: 0.0003831003450494193 F1: 0.7423052787054016 SEED: 27129
TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0001, 512, 0.3, 32] AVG: 0.7386392097930559 VAR: 0.0008774954156523059 F1: 0.7367192523128385 SEED: 13403
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0001, 512, 0.3, 32] AVG: 0.7531151184997339 VAR: 9.91673444248263e-05 F1: 0.7515916773850024 SEED: 13403
TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0005, 512, 0.7, 32] AVG: 0.7419108669108669 VAR: 0.0004108449539990387 F1: 0.7403069548161185 SEED: 13403
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0005, 512, 0.7, 32] AVG: 0.7419343477035785 VAR: 0.000491805942149484 F1: 0.7406937099734036 SEED: 13403
TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0005, 128, 0.8, 32] AVG: 0.7458712939482169 VAR: 0.00015856420799549104 F1: 0.7439313875306003 SEED: 13403
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0005, 128, 0.8, 32] AVG: 0.7399658745812592 VAR: 0.0002726357346082899 F1: 0.7383992514761497 SEED: 13403
TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0005, 128, 0.5, 32] AVG: 0.7399580476503553 VAR: 0.0006438230808644521 F1: 0.7368331966752434 SEED: 13403
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0005, 128, 0.5, 32] AVG: 0.7359937071475533 VAR: 0.000540666368797803 F1: 0.7336098221294816 SEED: 13403
TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0001, 512, 0.3, 32] AVG: 0.7465404965404965 VAR: 0.0005209468083324448 F1: 0.7450112907668504 SEED: 26037
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0001, 512, 0.3, 32] AVG: 0.7577408346639115 VAR: 0.0005221807243202456 F1: 0.7558034250107841 SEED: 26037
TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0005, 512, 0.7, 32] AVG: 0.7366707366707366 VAR: 0.0006538762615922905 F1: 0.7348460558511205 SEED: 26037
TrainShape:(1182, 768) #EPOCH: [[], 200, 'only_bert', 0.0005, 512, 0.7, 32] AVG: 0.7373125450048525 VAR: 0.0007156841683330423 F1: 0.7353040982805586 SEED: 26037
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.3, 32) AVG: 0.7610281456435303 VAR: 0.00020955632834987353 F1: 0.7599778828081919 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.5, 32) AVG: 0.750481356250587 VAR: 0.0007803217442444095 F1: 0.7491866120145287 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.7, 32) AVG: 0.7583982968598354 VAR: 0.0007674999101499394 F1: 0.7570101198664005 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.3, 32) AVG: 0.7590792398484705 VAR: 0.0006258307699907963 F1: 0.7576764001481192 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.5, 32) AVG: 0.7630005322313015 VAR: 0.0004913580947247589 F1: 0.7618318443725463 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.7, 32) AVG: 0.7557488807488807 VAR: 0.0005502128916874378 F1: 0.7542110200647693 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.3, 32) AVG: 0.7590596725212111 VAR: 0.00022950776112254162 F1: 0.7571708095106838 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.5, 32) AVG: 0.7504852697160389 VAR: 0.0002563746552814135 F1: 0.7488715047397237 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.7, 32) AVG: 0.7511466453774146 VAR: 0.00046255008935600393 F1: 0.7497045401522523 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.3, 32) AVG: 0.7518080210387903 VAR: 0.0007613110024135881 F1: 0.7490750971504075 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.5, 32) AVG: 0.7505009235778466 VAR: 0.000684386093301089 F1: 0.7473153987830745 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.7, 32) AVG: 0.7498473748473748 VAR: 0.0006151920274533361 F1: 0.7479799577349886 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.3, 32) AVG: 0.7550953320184087 VAR: 5.7528989703816936e-05 F1: 0.753497135185911 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.5, 32) AVG: 0.7511388184465106 VAR: 0.00031881235416359035 F1: 0.7483564623020137 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.7, 32) AVG: 0.7564259102720642 VAR: 0.00034212446513190903 F1: 0.7541654569552393 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.3, 32) AVG: 0.7491781722550954 VAR: 0.00032623900669070423 F1: 0.7474455613485016 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.5, 32) AVG: 0.7491507779969319 VAR: 0.0004497134301364694 F1: 0.747254489895185 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.7, 32) AVG: 0.7445641964872735 VAR: 0.0008624367029768337 F1: 0.742187190236171 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.3, 32) AVG: 0.7577212673366519 VAR: 0.00022825399662019052 F1: 0.7558854428730017 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.5, 32) AVG: 0.7491820857205472 VAR: 0.0007596897034574191 F1: 0.7462392243683517 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.7, 32) AVG: 0.7511622992392224 VAR: 0.00027540751227813655 F1: 0.7494991365847226 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.3, 32) AVG: 0.7439145612222534 VAR: 0.0005404816060821248 F1: 0.7417250361549301 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.5, 32) AVG: 0.7577095269402961 VAR: 0.0005378540670774188 F1: 0.7557979149895856 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.7, 32) AVG: 0.7551305532074764 VAR: 0.0003215762598145503 F1: 0.7527784832306285 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.3, 32) AVG: 0.7392927585235278 VAR: 0.00017586886585737842 F1: 0.7377268178113863 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.5, 32) AVG: 0.7491781722550953 VAR: 0.0006448727242233531 F1: 0.7460407961378186 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.7, 32) AVG: 0.7531503396888013 VAR: 0.0004947884877647199 F1: 0.7508780138269506 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.3, 32) AVG: 0.7590440186594033 VAR: 0.0003542810370543232 F1: 0.7576952696602725 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.5, 32) AVG: 0.7616816943740021 VAR: 0.0004676398243383525 F1: 0.7604925568028497 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.7, 32) AVG: 0.7570716320716321 VAR: 0.00030761662800181 F1: 0.7558748021787882 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.3, 32) AVG: 0.7577408346639117 VAR: 0.00045187645876596395 F1: 0.7561570204295501 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.5, 32) AVG: 0.7629848783694937 VAR: 0.00036643886482410926 F1: 0.7614422355501311 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.7, 32) AVG: 0.7524537428383582 VAR: 0.0003257593342557689 F1: 0.7511371585218397 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.3, 32) AVG: 0.7597249616480386 VAR: 0.00038402091180290455 F1: 0.7582287210626693 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.5, 32) AVG: 0.7656342944804484 VAR: 0.0007257312842369899 F1: 0.7642028088854951 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.7, 32) AVG: 0.7544300428915813 VAR: 0.00032683357384489083 F1: 0.7530518094586767 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.3, 32) AVG: 0.7485402773864313 VAR: 0.0007392466523845766 F1: 0.7456616206341863 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.5, 32) AVG: 0.7518119345042421 VAR: 0.000492534578668147 F1: 0.7500868213192743 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.7, 32) AVG: 0.7531346858269935 VAR: 0.0004867346466821936 F1: 0.7517187885976477 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.3, 32) AVG: 0.7590596725212111 VAR: 0.0004946061754829367 F1: 0.7564906762654472 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.5, 32) AVG: 0.7518315018315018 VAR: 0.0005925487317862198 F1: 0.7494131004808054 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.7, 32) AVG: 0.7564337372029679 VAR: 0.0005175522222577731 F1: 0.7547558652269155 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.3, 32) AVG: 0.7656499483422561 VAR: 0.00029027019024201303 F1: 0.7632754937993657 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.5, 32) AVG: 0.7636579944272253 VAR: 0.0003002478669754634 F1: 0.7614755322817373 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.7, 32) AVG: 0.7537921480229172 VAR: 0.0006586321555868773 F1: 0.7515024089653881 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.3, 32) AVG: 0.7524615697692619 VAR: 0.0001104532465539417 F1: 0.7499480973677142 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.5, 32) AVG: 0.7557723615415922 VAR: 0.0007626087215739294 F1: 0.7536385361010804 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.7, 32) AVG: 0.7478593343977958 VAR: 0.00014888805715281434 F1: 0.7459042034007294 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.3, 32) AVG: 0.7498356344510191 VAR: 0.00032466353084837236 F1: 0.7479644879222183 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.5, 32) AVG: 0.7537764941611095 VAR: 0.00014504406150180911 F1: 0.7518577572414424 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.7, 32) AVG: 0.7511622992392222 VAR: 0.0007967088983951809 F1: 0.7486227770190871 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.3, 32) AVG: 0.7518158479696941 VAR: 0.0005147996498635777 F1: 0.7496112418012907 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.5, 32) AVG: 0.7465600638677561 VAR: 0.0011105100539827543 F1: 0.7430489532356163 SEED: 17287
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.7, 32) AVG: 0.7511936069628377 VAR: 0.0009315068993911961 F1: 0.7488146606995849 SEED: 17287
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.3, 32) AVG: 0.7537804076265616 VAR: 0.00018201887295564824 F1: 0.7522767517993684 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.5, 32) AVG: 0.7517923671769826 VAR: 0.0007906317917052858 F1: 0.7505588679195826 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.7, 32) AVG: 0.7445641964872733 VAR: 0.0007731569818398178 F1: 0.7436894851656574 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.3, 32) AVG: 0.7511388184465106 VAR: 0.0005046181582909152 F1: 0.7497509476484217 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.5, 32) AVG: 0.753111205034282 VAR: 0.00040481321096662396 F1: 0.7517629118957045 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.7, 32) AVG: 0.7537686672302057 VAR: 0.0003831551735078199 F1: 0.7520953169113009 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.3, 32) AVG: 0.7577330077330077 VAR: 0.0002533131138034895 F1: 0.7562233053624511 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.5, 32) AVG: 0.7590596725212111 VAR: 0.00047070690992296504 F1: 0.7575375432721274 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.7, 32) AVG: 0.755091418552957 VAR: 0.00038643930627467563 F1: 0.7535060849322066 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.3, 32) AVG: 0.7518236749005981 VAR: 0.0006815899338139868 F1: 0.749755489652703 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.5, 32) AVG: 0.7544613506151969 VAR: 0.0004051045981871564 F1: 0.752265140447069 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.7, 32) AVG: 0.7518080210387903 VAR: 0.00028585720384060134 F1: 0.7504944774745784 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.3, 32) AVG: 0.7577525750602674 VAR: 0.0004854589507964848 F1: 0.7553621087132748 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.5, 32) AVG: 0.7564024294793525 VAR: 0.0006650426131777562 F1: 0.7541204275397315 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.7, 32) AVG: 0.7544574371497449 VAR: 0.0006248955006339418 F1: 0.7528247189460677 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.3, 32) AVG: 0.7478358536050843 VAR: 0.0009251880880279863 F1: 0.7455183351824243 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.5, 32) AVG: 0.7577369211984597 VAR: 0.0006870684607641933 F1: 0.755850125085447 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.7, 32) AVG: 0.7465522369368524 VAR: 0.000522833703692403 F1: 0.7434758332576128 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.3, 32) AVG: 0.7452099182868415 VAR: 0.00034343002568071356 F1: 0.7426235400431873 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.5, 32) AVG: 0.7465404965404965 VAR: 0.0004898243375194868 F1: 0.7446139517316872 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.7, 32) AVG: 0.7472214395291319 VAR: 0.0005288119660050602 F1: 0.745337081746816 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.3, 32) AVG: 0.7518041075733384 VAR: 0.00029415712974702744 F1: 0.7495994670490708 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.5, 32) AVG: 0.7518041075733383 VAR: 0.00039586257233939433 F1: 0.7495337850673606 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.7, 32) AVG: 0.7334147334147335 VAR: 0.0007755336883049516 F1: 0.730885981606511 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.3, 32) AVG: 0.7557410538179767 VAR: 0.0005215842274493681 F1: 0.7533583659284824 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.5, 32) AVG: 0.7478436805359883 VAR: 0.0005000634142886808 F1: 0.7456790054168999 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.7, 32) AVG: 0.7472331799254877 VAR: 0.00046788051820768374 F1: 0.7451578664610531 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.3, 32) AVG: 0.7530994646379262 VAR: 0.0008180543217498382 F1: 0.7517663640420538 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.5, 32) AVG: 0.7491664318587397 VAR: 0.0005516310190432917 F1: 0.7478953803510173 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.7, 32) AVG: 0.7498356344510191 VAR: 0.0006303372710757243 F1: 0.7488231545708367 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.3, 32) AVG: 0.7603667699821545 VAR: 0.00027432687093046477 F1: 0.7589201960808319 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.5, 32) AVG: 0.755091418552957 VAR: 0.0008004842818971267 F1: 0.7535413544311131 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.7, 32) AVG: 0.7498238940546632 VAR: 0.0005262646174495667 F1: 0.7487489575029724 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.3, 32) AVG: 0.7584178641870949 VAR: 0.0005863179522606872 F1: 0.7566742540305532 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.5, 32) AVG: 0.7610320591089823 VAR: 0.00044191884496002916 F1: 0.7592128668739048 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.7, 32) AVG: 0.7557410538179768 VAR: 0.0003124365702123248 F1: 0.7542894968199509 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.3, 32) AVG: 0.7498552017782787 VAR: 0.0008834398619772135 F1: 0.7456571658363836 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.5, 32) AVG: 0.7623508969662817 VAR: 0.0004125147102854803 F1: 0.760720260896478 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.7, 32) AVG: 0.7577408346639117 VAR: 0.0004285346056562459 F1: 0.7558867734442724 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.3, 32) AVG: 0.763673648289033 VAR: 0.000316217375299264 F1: 0.761538339395446 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.5, 32) AVG: 0.744587677279985 VAR: 0.0007254157908730146 F1: 0.7410418079491289 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.7, 32) AVG: 0.7504930966469429 VAR: 0.0006492881916890849 F1: 0.748705144712495 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.3, 32) AVG: 0.7616738674430982 VAR: 0.00029923871703667695 F1: 0.75952816099533 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.5, 32) AVG: 0.7643154566231489 VAR: 0.0004510848154657776 F1: 0.7624052035161506 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.7, 32) AVG: 0.7525007044237814 VAR: 0.0008473854641247413 F1: 0.7501746222343713 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.3, 32) AVG: 0.7590479321248552 VAR: 0.00024282547114607678 F1: 0.7565802534174926 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.5, 32) AVG: 0.7518315018315018 VAR: 0.0006547936734121359 F1: 0.748746772801984 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.7, 32) AVG: 0.7511505588428666 VAR: 0.0008421713696222224 F1: 0.7484598524006756 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.3, 32) AVG: 0.7630005322313015 VAR: 0.0002026391210295186 F1: 0.7611821666745994 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.5, 32) AVG: 0.7603745969130585 VAR: 0.0004807225071209386 F1: 0.7582370539112693 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.7, 32) AVG: 0.749197739582355 VAR: 0.0005501957999110208 F1: 0.7467525705158548 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.3, 32) AVG: 0.7584022103252873 VAR: 0.0007955431044696587 F1: 0.7562931296883272 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.5, 32) AVG: 0.7623626373626373 VAR: 0.0003843014252230281 F1: 0.7606165481274696 SEED: 2982
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.7, 32) AVG: 0.7597367020443945 VAR: 0.00047137082435637763 F1: 0.757262425030692 SEED: 2982
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.3, 32) AVG: 0.755095332018409 VAR: 0.0007040634756730307 F1: 0.7536486846404764 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.5, 32) AVG: 0.7557527942143327 VAR: 0.0006731306684435417 F1: 0.7544149501378105 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.7, 32) AVG: 0.74849722926646 VAR: 0.0003246618768054926 F1: 0.7475103139787304 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.3, 32) AVG: 0.7544730910115526 VAR: 0.0007661074510891346 F1: 0.7527495821329412 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.5, 32) AVG: 0.7597053943207789 VAR: 0.0004312183821188404 F1: 0.7584677524083889 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.7, 32) AVG: 0.7511388184465106 VAR: 0.0007545269455449998 F1: 0.7498460163423889 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.3, 32) AVG: 0.7610242321780785 VAR: 0.00017235953821557594 F1: 0.7593573711521389 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.5, 32) AVG: 0.7623430700353777 VAR: 0.0004165982971105643 F1: 0.7604996042100168 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.7, 32) AVG: 0.7610203187126264 VAR: 0.0006268280659556168 F1: 0.7594514726494062 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.3, 32) AVG: 0.763665821358129 VAR: 0.0005608705025658885 F1: 0.7614469694799921 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.5, 32) AVG: 0.7551188128111205 VAR: 0.0002568097298194619 F1: 0.752830734658315 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.7, 32) AVG: 0.7465444100059484 VAR: 0.0003560538034556244 F1: 0.7449993666849412 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.3, 32) AVG: 0.7564219968066122 VAR: 0.00018049467244256697 F1: 0.7539938580177163 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.5, 32) AVG: 0.7485128831282677 VAR: 0.0006803874446408873 F1: 0.746200727774855 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.7, 32) AVG: 0.7472253529945837 VAR: 0.0007436774656925765 F1: 0.7448408122573079 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.3, 32) AVG: 0.7511231645847031 VAR: 0.00034218961604309085 F1: 0.7495201577214463 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.5, 32) AVG: 0.7590479321248552 VAR: 0.00021179590240816152 F1: 0.7566188873526225 SEED: 29108
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.7, 32) AVG: 0.7498512883128269 VAR: 0.00043396868786168316 F1: 0.7478952642100473 SEED: 29108
