,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
/home/lucas/Lux/res/readability/input_texts/273.txt,13.091993577075101,16.099660326086955,10.978113019886365,55.71688982213442,17.470750988142296,50.21096837944664,13.954451150103322,6.0,9.954492440711462,4.71875,1.4190340909090908,30.608695652173914,1.0,0.46875,3322,999,704,330,23,23,138,92,214,25,5,1,2,6,10,1,5,1
/home/lucas/Lux/res/readability/input_texts/274.txt,12.987828341013827,15.183283410138252,11.884465686635945,50.25888536866363,15.826958525345624,55.23559907834101,13.062305898749054,7.625,10.80309815668203,4.894009216589862,1.5253456221198156,27.125,1.0,0.6221198156682027,1062,331,217,135,8,8,61,27,80,9,2,0,0,0,4,0,3,0
/home/lucas/Lux/res/readability/input_texts/275.txt,12.03989130434783,14.174130434782604,9.672010333333336,59.949402173913064,15.442028985507248,46.43115942028986,12.219544457292887,5.083333333333333,10.371601449275364,4.507246376811594,1.391304347826087,28.75,1.0,0.6695652173913044,1555,480,345,231,12,12,61,34,116,2,4,0,0,1,6,0,1,0
/home/lucas/Lux/res/readability/input_texts/276.txt,9.625709923664122,12.59534351145038,9.192607312977103,72.71604580152672,13.228091603053436,45.28396946564885,10.348469228349535,5.0,9.45605816793893,4.442748091603053,1.2709923664122138,26.2,1.0,0.6297709923664122,1164,333,262,165,10,10,50,18,75,7,1,0,0,0,1,1,0,0
/home/lucas/Lux/res/readability/input_texts/277.txt,10.312536630036629,11.821483516483518,10.208733391941394,61.64704670329672,12.176923076923078,40.69871794871795,10.245688373094719,4.083333333333333,9.218489743589743,4.644688644688645,1.4432234432234432,22.75,1.0,0.5457875457875457,1268,394,273,149,12,12,49,21,77,16,0,0,0,1,0,0,4,1
/home/lucas/Lux/res/readability/input_texts/278.txt,15.187254556143447,18.48862433862434,11.512099720164613,48.00740740740743,19.317813051146388,61.669018224573776,14.892374507581378,9.357142857142858,11.30394585537919,4.790123456790123,1.4609053497942386,34.714285714285715,1.0,0.5432098765432098,2328,710,486,264,14,14,131,66,183,19,5,0,0,1,13,0,5,0
/home/lucas/Lux/res/readability/input_texts/279.txt,14.110461403892412,17.368869305342955,15.051447995539036,40.86998542167798,16.764632990742765,54.55098768131788,14.087884219750324,7.431372549019608,12.082362817989651,5.437918215613383,1.6453531598513012,26.372549019607842,1.0,0.5144981412639406,7314,2213,1345,692,51,51,379,209,608,47,6,0,1,0,13,0,0,0
/home/lucas/Lux/res/readability/input_texts/280.txt,9.223684210526319,8.205438596491227,10.953147263157899,51.494122807017575,11.382456140350877,38.98245614035088,10.745966692414834,3.3333333333333335,10.082135087719298,4.947368421052632,1.6842105263157894,12.666666666666666,1.0,0.7631578947368421,188,64,38,29,3,3,10,6,14,0,1,0,2,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/281.txt,20.243773584905657,24.79677431059506,10.76562280660378,37.06203918722789,24.789356555394292,70.7784228350266,16.83974210520057,10.692307692307692,11.947094049346878,4.621069182389937,1.419811320754717,48.92307692307692,1.0,0.539308176100629,2939,903,636,343,13,13,139,83,237,18,15,0,0,2,12,0,0,0
/home/lucas/Lux/res/readability/input_texts/282.txt,213.94833333333332,273.79396739130436,8.144335534420293,-455.66999999999996,223.84347826086957,566.8550724637681,38.4964786985977,82.0,34.99180507246376,4.081521739130435,1.2083333333333333,552.0,1.0,0.5380434782608695,2253,667,552,297,1,1,82,42,139,16,4,0,0,0,3,0,0,0
/home/lucas/Lux/res/readability/input_texts/283.txt,39.13178600823045,49.58126543209877,11.872486200617288,-12.36929629629627,43.48905349794239,122.0971193415638,21.33030277982336,24.2,14.906827818930042,4.758230452674897,1.4248971193415638,97.2,1.0,0.3662551440329218,4625,1385,972,356,10,10,242,112,397,21,15,0,3,2,21,0,1,0
/home/lucas/Lux/res/readability/input_texts/284.txt,11.194121633672196,13.18830509482195,11.731023516853934,55.90373937340231,13.595600737173772,48.75625705962784,11.692269873603532,5.925925925925926,11.852258183223352,4.900481540930979,1.507223113964687,23.074074074074073,1.0,0.45425361155698235,3053,939,623,283,27,27,160,68,279,32,3,0,2,1,16,1,4,0
/home/lucas/Lux/res/readability/input_texts/285.txt,13.501142857142856,16.74017142857143,9.157991245714285,60.60485714285716,17.2,52.714285714285715,12.16515138991168,6.2,10.966671428571427,4.388571428571429,1.3085714285714285,35.0,1.0,0.6628571428571428,768,229,175,116,5,5,31,14,62,6,1,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/286.txt,16.3472275242047,19.98653526970954,12.519749987551872,42.24814419087139,19.992503457814664,63.12095435684647,15.24744871391589,9.75,11.915888547717842,4.955739972337483,1.5117565698478561,36.15,1.0,0.5435684647302904,3583,1093,723,393,20,20,195,100,297,20,10,1,3,4,8,0,2,0
/home/lucas/Lux/res/readability/input_texts/287.txt,94.22001525553013,120.50397355708111,9.725316989016019,-148.03506229341465,100.29646580218663,260.39791507754893,27.08318915758459,42.77777777777778,20.67904665649631,4.362013729977117,1.2819221967963386,242.77777777777777,1.0,0.41189931350114417,9531,2801,2185,900,9,9,385,174,692,56,18,0,0,1,14,0,1,0
/home/lucas/Lux/res/readability/input_texts/288.txt,30.179999999999996,37.34664,10.365945850666673,12.270000000000039,35.12,94.2,19.97056274847714,14.4,12.198766666666666,4.517333333333333,1.4,75.0,1.0,0.44266666666666665,1694,525,375,166,5,5,72,48,115,15,5,0,1,0,4,0,2,0
/home/lucas/Lux/res/readability/input_texts/289.txt,9.281922290388547,10.510954328561695,11.135125276073623,60.773694614860275,11.170824812542605,45.104976141785954,10.302967433402216,4.888888888888889,11.800148534423995,4.858895705521473,1.50920245398773,18.11111111111111,0.9,0.7177914110429447,792,246,163,117,9,10,44,16,75,5,1,0,0,0,0,1,2,0
/home/lucas/Lux/res/readability/input_texts/290.txt,14.8915503875969,19.529002683363153,9.81055399031008,58.99381932021469,18.97769827072153,60.04114490161002,12.607689228305228,8.076923076923077,10.7767694692904,4.482558139534884,1.2713178294573644,39.69230769230769,1.0,0.560077519379845,2313,656,516,289,13,13,105,40,169,27,4,0,2,2,5,0,1,0
/home/lucas/Lux/res/readability/input_texts/291.txt,232.87178268251273,297.2037521222411,14.276960071307304,-525.4407470288623,243.27402376910018,617.3531409168081,61.22370651203855,167.0,39.31166400679117,5.1239388794567065,1.5891341256366722,589.0,1.0,0.5212224108658744,3018,936,589,307,1,1,167,113,241,27,2,0,0,0,7,0,0,0
/home/lucas/Lux/res/readability/input_texts/292.txt,18.686408345752614,23.162924739195233,11.50975735655738,40.10672876304024,22.41758569299553,67.92921013412817,15.468141218904503,10.454545454545455,11.418442511177348,4.758196721311475,1.4385245901639345,44.36363636363637,1.0,0.45594262295081966,4644,1404,976,445,22,22,230,114,345,22,17,1,0,4,39,0,4,1
/home/lucas/Lux/res/readability/input_texts/293.txt,15.861984722594482,19.556258375770568,10.82457679549719,49.14934803001879,21.082229965156795,60.960734387563654,15.928374110570019,8.714285714285714,12.042291262396141,4.6604127579737336,1.4071294559099436,38.07142857142857,1.0,0.5065666041275797,2484,750,533,270,14,14,122,78,220,14,4,0,0,0,11,0,6,0
/home/lucas/Lux/res/readability/input_texts/294.txt,43.4371104815864,56.630273843248354,7.950197277620397,-6.783068932955601,48.65306893295562,128.7148253068933,14.832159566199232,13.0,12.961775165250236,4.0821529745042495,1.113314447592068,117.66666666666667,1.0,0.5382436260623229,1441,393,353,190,3,3,39,14,78,17,16,0,0,2,3,0,0,1
/home/lucas/Lux/res/readability/input_texts/295.txt,24.327167630057804,29.700963391136803,11.521948190751445,23.359402697495206,28.03776493256262,81.65510597302504,17.66287829861518,13.833333333333334,12.657604816955685,4.734104046242774,1.476878612716763,57.666666666666664,1.0,0.6127167630057804,1638,511,346,212,6,6,83,43,135,15,4,0,0,1,3,0,1,0
/home/lucas/Lux/res/readability/input_texts/296.txt,12.067437655860349,15.034492934330835,7.976906778054861,68.0637167497922,15.660931005818785,48.878013300083126,10.58287544405155,5.166666666666667,8.995363175394846,4.194513715710723,1.2394014962593516,33.416666666666664,1.0,0.5760598503740648,1682,497,401,231,12,12,62,23,94,18,10,0,3,0,1,2,1,1
/home/lucas/Lux/res/readability/input_texts/297.txt,14.187701243455496,16.578272905759164,12.02829502722513,46.49877699607333,18.471531413612563,54.97464005235602,15.093386622447824,7.5,11.250875654450262,4.901570680628272,1.53717277486911,29.84375,1.0,0.44712041884816756,4681,1468,955,427,32,32,240,156,371,31,24,0,2,7,15,0,2,2
/home/lucas/Lux/res/readability/input_texts/298.txt,16.64579710144928,20.50381944444444,10.302414230978261,48.54799516908216,21.246859903381644,62.08454106280193,15.24744871391589,8.666666666666666,10.212795410628019,4.5625,1.3804347826086956,40.888888888888886,0.9,0.5625,1679,508,368,207,9,10,78,45,106,17,5,0,1,0,7,0,0,1
/home/lucas/Lux/res/readability/input_texts/299.txt,10.888461538461542,12.765,9.520553192307695,63.30653846153848,10.4,37.53846153846154,3.0,3.0,11.606484615384616,4.5,1.3846153846153846,26.0,1.0,0.8461538461538461,117,36,26,22,1,1,3,0,11,1,0,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/300.txt,12.908865472783003,16.141636819574963,12.076505404873483,53.87574735935564,17.42079586615669,56.29800653511994,14.282610393756283,7.918918918918919,13.709181030421236,4.915651358950328,1.4620431115276475,28.83783783783784,1.0,0.3795688847235239,5245,1560,1067,405,37,37,293,157,584,33,8,0,0,2,27,0,9,0
/home/lucas/Lux/res/readability/input_texts/301.txt,21.236809815950924,26.252617586912066,9.266265754601232,39.578691206543986,26.395910020449904,74.57873210633947,16.78404875209022,11.0,10.303151124744376,4.355828220858895,1.3251533742331287,54.333333333333336,1.0,0.6380368098159509,710,216,163,104,3,3,33,19,41,10,3,0,0,0,2,0,1,0
/home/lucas/Lux/res/readability/input_texts/302.txt,4.632590909090911,7.757507359307361,5.040790195324675,102.6662196969697,10.351082251082254,31.643939393939394,7.511889056386788,2.0,8.36590432900433,3.764155844155844,0.9563636363636364,22.916666666666668,1.0,0.2727272727272727,7246,1841,1925,525,84,84,168,57,438,54,14,2,2,0,2,0,1,0
/home/lucas/Lux/res/readability/input_texts/303.txt,24.188358662613982,29.528313069908812,13.735691648936172,17.315000000000012,28.82613981762918,86.16109422492401,20.196345126633325,17.428571428571427,13.145861550151976,5.117021276595745,1.5957446808510638,53.714285714285715,1.0,0.5319148936170213,1924,600,376,200,7,7,122,69,163,9,5,0,0,2,18,0,3,0
/home/lucas/Lux/res/readability/input_texts/304.txt,30.783278688524593,39.003224043715846,8.511513967213116,19.225109289617492,36.22185792349727,97.31693989071037,18.0,13.0,12.329977595628415,4.19672131147541,1.2418032786885247,81.33333333333333,1.0,0.569672131147541,2048,606,488,278,6,6,78,45,144,24,9,1,0,0,5,0,1,0
/home/lucas/Lux/res/readability/input_texts/305.txt,11.725250000000003,14.588828125,12.0292708515625,56.59475000000002,15.865000000000002,53.725,13.392304845413264,7.2,10.950869375,4.9296875,1.46875,25.6,1.0,0.7109375,631,188,128,91,5,5,36,18,49,4,0,0,0,0,1,0,0,0
/home/lucas/Lux/res/readability/input_texts/306.txt,9.173312068048912,11.325007974481657,13.483200543859652,56.98267942583735,13.703561935140883,51.217969165337585,12.341987329938275,5.545454545454546,12.81042004253057,5.304093567251462,1.5847953216374269,15.545454545454545,1.0,0.7134502923976608,907,271,171,122,11,11,61,32,91,3,5,0,1,1,6,0,2,0
/home/lucas/Lux/res/readability/input_texts/307.txt,1.5302635046113302,2.027401185770753,3.2937242500000004,106.4361462450593,5.887747035573122,20.154150197628457,5.860387767736777,0.9545454545454546,7.634153096179183,3.648550724637681,1.036231884057971,12.545454545454545,1.0,0.5942028985507246,1007,286,276,164,22,22,21,6,59,4,10,1,4,1,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/308.txt,27.273732330309517,33.13593881882472,13.4542404377904,9.047452819365603,30.678394834099535,90.170432103318,19.747423398128756,17.634920634920636,13.937515641927051,5.057305110996386,1.6001548786783686,61.492063492063494,1.0,0.3141455859576665,19592,6199,3874,1217,63,63,1111,589,1779,163,36,0,0,8,73,0,10,0
/home/lucas/Lux/res/readability/input_texts/309.txt,14.214619205298018,18.71798013245033,9.972105019867552,60.38762417218544,18.543708609271523,59.60430463576159,12.874208829065749,8.25,11.573933112582782,4.516556291390729,1.2781456953642385,37.75,1.0,0.7748344370860927,682,193,151,117,4,4,33,13,58,8,1,0,0,1,1,0,1,0
/home/lucas/Lux/res/readability/input_texts/310.txt,22.714330959613566,28.228306259648427,11.751711810706642,28.930387928888024,26.705940939196257,77.94258254071013,17.248622944479706,12.837209302325581,12.382165156117724,4.778586723768736,1.4513918629550322,54.30232558139535,0.9772727272727273,0.3511777301927195,11158,3389,2335,820,43,44,552,291,895,51,26,5,2,8,25,0,3,4
/home/lucas/Lux/res/readability/input_texts/311.txt,29.92546908315565,37.295005330490405,9.328715526119407,16.893731343283605,34.061407249466946,92.05650319829424,17.040757000349274,11.857142857142858,12.147875692963753,4.33955223880597,1.3264925373134329,76.57142857142857,1.0,0.5410447761194029,2326,711,536,290,7,7,83,46,160,10,10,1,1,2,3,0,1,0
/home/lucas/Lux/res/readability/input_texts/312.txt,18.24107003891051,22.748612191958493,11.923909081712065,40.573952658884586,21.33566796368353,68.51426718547341,14.61895003862225,11.0,12.642278469520104,4.832684824902723,1.45136186770428,42.833333333333336,1.0,0.6498054474708171,1242,373,257,167,6,6,66,27,112,4,3,0,0,0,7,0,0,0
/home/lucas/Lux/res/readability/input_texts/313.txt,39.15332534410737,49.528602684379926,9.409734964881647,-5.6507652537149795,44.40490310210231,119.27768266794494,20.37137605034077,18.41176470588235,13.869460021913305,4.337407838571983,1.2991850989522702,101.05882352941177,1.0,0.24835079549864184,22355,6696,5154,1280,51,51,939,513,1704,231,33,0,9,2,33,0,0,3
/home/lucas/Lux/res/readability/input_texts/314.txt,7.321904761904765,8.448285714285714,6.981664876190475,79.97142857142859,11.82857142857143,33.38095238095238,10.348469228349535,2.6,11.445242857142857,4.114285714285714,1.2476190476190476,21.0,1.0,0.6857142857142857,432,131,105,72,5,5,13,9,45,3,3,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/315.txt,1.1642105263157916,1.8161403508771947,4.594253421052635,97.99614035087721,2.533333333333333,27.385964912280702,3.0,1.3333333333333333,9.768001754385963,4.2631578947368425,1.2105263157894737,6.333333333333333,1.0,1.0,81,23,19,19,3,3,4,0,7,1,1,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/316.txt,45.20135922330097,55.58631067961165,15.765890932038836,-45.554660194174716,50.13203883495146,135.0388349514563,29.267851073127396,33.0,15.797144660194176,5.41747572815534,1.7475728155339805,103.0,1.0,0.7864077669902912,558,180,103,81,1,1,33,23,46,2,0,0,0,0,2,0,1,0
/home/lucas/Lux/res/readability/input_texts/317.txt,30.390084033613444,38.000042016806724,15.51034328991597,-1.7039075630251688,33.58655462184874,101.61344537815125,21.04755622554715,22.857142857142858,15.302367226890757,5.399159663865547,1.6491596638655461,68.0,1.0,0.5210084033613446,2570,785,476,248,7,7,160,76,250,5,7,0,0,0,24,0,0,0
/home/lucas/Lux/res/readability/input_texts/318.txt,12.797737003058106,17.377125382262996,9.151920657492358,68.02272171253824,18.203058103975536,52.54128440366973,13.0,5.888888888888889,9.78450489296636,4.382262996941896,1.2048929663608563,36.333333333333336,1.0,0.636085626911315,1433,394,327,208,9,9,53,30,90,8,10,0,4,1,8,2,0,0
/home/lucas/Lux/res/readability/input_texts/319.txt,14.355344596406546,15.236613032984714,9.77651738643068,47.03242156074018,16.92904263877715,52.94207562349155,13.313274764284929,6.818181818181818,17.182249959774737,4.513274336283186,1.519174041297935,30.818181818181817,1.0,0.6106194690265486,1530,515,339,207,11,11,75,39,258,0,0,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/320.txt,15.561003937007875,17.77248031496063,12.388779929133861,40.04812007874016,18.9992125984252,56.946850393700785,15.24744871391589,8.0,10.433189763779527,4.952755905511811,1.5905511811023623,31.75,1.0,0.7322834645669292,629,202,127,93,4,4,32,20,42,4,3,0,1,0,3,0,0,2
/home/lucas/Lux/res/readability/input_texts/321.txt,22.5801376146789,29.132339449541284,12.758875399082573,30.244564220183506,25.653211009174314,82.94036697247707,15.549900398011133,15.5,13.365525688073395,4.9495412844036695,1.43348623853211,54.5,0.8,0.5504587155963303,2158,625,436,240,8,10,124,42,194,15,1,0,0,0,19,0,0,0
/home/lucas/Lux/res/readability/input_texts/322.txt,17.72339223340867,21.429314516129033,11.683794962579618,40.15826279021989,21.556770084240807,65.75498253544278,15.750711555097242,10.225806451612904,11.818783121019107,4.798566878980892,1.484076433121019,40.516129032258064,1.0,0.4140127388535032,6027,1864,1256,520,31,31,317,168,491,49,20,2,1,6,32,0,6,0
/home/lucas/Lux/res/readability/input_texts/323.txt,11.940606060606061,13.624545454545455,6.46566115151515,68.23090909090911,15.624242424242425,45.121212121212125,10.745966692414834,4.0,8.62269393939394,3.9393939393939394,1.2424242424242424,33.0,1.0,0.8787878787878788,130,41,33,29,1,1,4,2,7,1,0,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/324.txt,124.93968454258675,158.86675078864351,11.316401479495273,-236.08214511041007,131.4056782334385,340.186119873817,36.090784215548595,73.5,25.561135331230282,4.62776025236593,1.4321766561514195,317.0,1.0,0.5867507886435331,2934,908,634,372,2,2,147,73,249,18,3,0,0,0,12,0,1,0
/home/lucas/Lux/res/readability/input_texts/325.txt,19.687576701595393,23.960314987885077,12.974680227697537,31.555553352843077,22.976544258787253,72.90440227823406,16.45775282545757,12.777777777777779,12.54667050253312,5.009345794392523,1.5488530161427359,43.592592592592595,1.0,0.49362786745964315,5896,1823,1177,581,27,27,345,163,503,39,6,2,1,3,27,1,6,2
/home/lucas/Lux/res/readability/input_texts/326.txt,16.248245393812528,20.479087272401536,9.309101945416185,54.221583671607625,20.97873919434413,61.064761251449745,14.272775687385659,7.89622641509434,11.144201602238713,4.388972180576379,1.2943528235882058,42.47405660377358,1.0,0.2091731911821867,79041,23310,18009,3767,424,424,3348,1796,6160,687,273,2,31,5,354,3,14,5
/home/lucas/Lux/res/readability/input_texts/327.txt,21.13485294117648,26.310490196078426,14.848095147058824,24.279754901960807,24.45686274509804,81.73039215686275,17.66287829861518,16.5,13.663930392156862,5.323529411764706,1.6139705882352942,45.333333333333336,1.0,0.6176470588235294,1448,439,272,168,6,6,99,43,134,4,1,0,0,1,13,0,0,0
/home/lucas/Lux/res/readability/input_texts/328.txt,12.406339820359282,14.306122754491021,14.364034964071863,43.2959767964072,12.900898203592815,50.21631736526946,11.440971508067067,6.125,11.76321736526946,5.37125748502994,1.6826347305389222,20.875,1.0,0.6586826347305389,897,281,167,110,8,8,49,19,75,5,2,0,0,0,1,0,0,1
/home/lucas/Lux/res/readability/input_texts/329.txt,21.498868841082587,25.812342123525333,12.82024872137405,25.771877168632926,23.940041637751563,75.30811936155447,16.211565181516328,13.181818181818182,12.568385773768217,4.973282442748092,1.5687022900763359,47.63636363636363,1.0,0.5324427480916031,2606,822,524,279,11,11,145,64,218,13,14,0,2,3,4,0,0,2
/home/lucas/Lux/res/readability/input_texts/330.txt,14.08606060606061,19.476363636363637,13.770930575757578,52.849090909090926,19.260606060606065,66.33333333333334,15.24744871391589,11.0,13.64678484848485,5.181818181818182,1.4242424242424243,33.0,1.0,0.9242424242424242,342,94,66,61,2,2,22,10,35,2,2,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/331.txt,14.897291666666668,17.80109375,12.275733588541673,45.251875000000005,18.425,58.04166666666667,14.61895003862225,8.333333333333334,11.473908333333334,4.932291666666667,1.5260416666666667,32.0,1.0,0.7135416666666666,947,293,192,137,6,6,50,27,76,5,5,0,0,1,5,0,1,0
/home/lucas/Lux/res/readability/input_texts/332.txt,3.3339867109634547,4.483903654485051,6.472629151162792,93.04174418604653,8.635215946843855,32.053156146179404,8.855400437691198,2.4285714285714284,10.855638870431894,4.1976744186046515,1.197674418604651,12.285714285714286,1.0,0.8372093023255814,361,103,86,72,7,7,17,8,36,2,0,0,2,0,0,0,2,0
/home/lucas/Lux/res/readability/input_texts/333.txt,19.550746445497634,24.644407582938392,8.23056750473934,48.8468305687204,24.70189573459716,68.38981042654028,14.937336386313323,8.25,10.256525592417061,4.182464454976303,1.2345971563981042,52.75,1.0,0.2523696682464455,3530,1042,844,213,16,16,132,76,214,34,16,0,0,2,6,0,4,2
/home/lucas/Lux/res/readability/input_texts/334.txt,14.373333333333331,17.441821092278722,11.363686383615821,50.39369114877591,18.060263653483993,55.65913370998117,14.030261405182864,7.5,11.845904896421846,4.773446327683616,1.4559322033898305,32.77777777777778,1.0,0.43559322033898307,8449,2577,1770,771,54,54,405,219,738,51,13,7,3,14,35,2,5,2
/home/lucas/Lux/res/readability/input_texts/335.txt,13.98147637795276,17.77248031496063,12.388779929133861,51.37252952755906,18.36929133858268,60.096456692913385,14.61895003862225,9.0,11.303504724409448,4.952755905511811,1.4566929133858268,31.75,1.0,0.7086614173228346,629,185,127,90,4,4,36,18,49,3,3,0,0,1,4,0,0,0
/home/lucas/Lux/res/readability/input_texts/336.txt,16.065507246376814,20.275854979858316,10.055915973375932,52.59652173913046,19.73831550678335,59.35643839422142,13.215078369104983,7.565217391304348,10.302624072787887,4.520766773162939,1.3333333333333333,40.82608695652174,1.0,0.4185303514376997,4245,1252,939,393,23,23,174,80,276,35,8,0,1,4,3,0,1,1
/home/lucas/Lux/res/readability/input_texts/337.txt,17.54544715447155,22.358972899728997,9.779591021951223,50.409769647696486,22.027100271002713,64.3360433604336,14.40175425099138,8.555555555555555,11.595860433604336,4.4609756097560975,1.302439024390244,45.55555555555556,1.0,0.5292682926829269,1829,534,410,217,9,9,77,39,148,17,6,0,0,0,5,0,0,1
/home/lucas/Lux/res/readability/input_texts/338.txt,19.635796893667862,24.208193548387094,13.311029451851855,31.848053763440895,23.078614097968938,73.10394265232975,16.595540065676662,12.870967741935484,12.311337037037037,5.066666666666666,1.545925925925926,43.54838709677419,1.0,0.4696296296296296,6840,2087,1350,634,31,31,399,191,557,40,8,0,2,5,37,4,1,1
/home/lucas/Lux/res/readability/input_texts/339.txt,18.542000000000005,24.388200000000005,9.596391820000001,51.18100000000002,22.0,68.0,11.660254037844387,9.0,10.695599999999999,4.42,1.24,50.0,1.0,0.75,442,124,100,75,2,2,18,5,29,2,3,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/340.txt,6.776560203928625,8.673081421502474,8.646517894586896,79.3816464237517,10.238476533213376,40.411006147848255,9.282808624375432,4.052631578947368,9.456242030289399,4.43019943019943,1.2849002849002849,18.473684210526315,1.0,0.5356125356125356,1555,451,351,188,19,19,77,25,109,13,0,0,0,0,3,0,0,0
/home/lucas/Lux/res/readability/input_texts/341.txt,15.610180180180183,19.248198198198196,18.384760936936942,27.079414414414426,19.956756756756757,70.61261261261261,16.662601021279464,11.333333333333334,13.466227927927928,6.018018018018018,1.8288288288288288,24.666666666666668,1.0,0.545045045045045,1336,406,222,121,9,9,102,56,121,5,1,0,0,0,20,0,1,0
/home/lucas/Lux/res/readability/input_texts/342.txt,13.3351917350071,16.096963546677664,12.801646084299264,48.44928612880075,14.585617201936442,56.906614132343734,11.597269536210952,8.08695652173913,11.847629704799866,5.047418335089568,1.542149631190727,27.507246376811594,1.0,0.45995785036880926,9580,2927,1898,873,69,69,558,170,823,53,5,1,6,6,29,3,2,1
/home/lucas/Lux/res/readability/input_texts/343.txt,12.29818181818182,15.765454545454546,9.138320696969696,65.66727272727275,16.83636363636364,51.18181818181819,12.486832980505138,6.0,9.579663636363637,4.393939393939394,1.2727272727272727,33.0,1.0,0.9696969696969697,145,42,33,32,1,1,6,3,9,3,0,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/344.txt,26.205814536340856,31.46307435254804,12.832657872180452,12.463162071846305,29.80985797827903,86.36675020885548,19.532795690182994,16.11111111111111,12.979388554720133,4.954887218045113,1.5883458646616542,59.111111111111114,1.0,0.6165413533834586,2636,845,532,328,9,9,145,82,216,16,4,0,0,1,8,0,2,0
/home/lucas/Lux/res/readability/input_texts/345.txt,65.81044271944042,83.24924780346328,13.347613737115076,-87.57011430521194,71.00247376951293,190.69905314339334,30.15452855515322,46.0,18.579224899769684,4.988330632090761,1.5319286871961102,162.3684210526316,1.0,0.3740680713128039,15389,4726,3085,1154,19,19,874,467,1346,62,14,0,0,6,88,0,2,1
/home/lucas/Lux/res/readability/input_texts/346.txt,11.223980597964381,12.291937022900761,9.760664089058526,58.340703721374055,15.422964376590333,46.699904580152676,13.155048005794951,5.4375,10.640448854961832,4.552162849872774,1.460559796437659,24.5625,1.0,0.5648854961832062,1789,574,393,222,16,16,87,55,144,8,1,0,0,4,6,0,2,1
/home/lucas/Lux/res/readability/input_texts/347.txt,25.287373737373745,32.07515151515152,9.349043080808087,31.317727272727296,29.834343434343438,82.16161616161617,16.038404810405297,10.666666666666666,11.694948484848485,4.353535353535354,1.2828282828282829,66.0,1.0,0.696969696969697,862,254,198,138,3,3,32,17,60,13,4,0,0,0,2,1,2,0
/home/lucas/Lux/res/readability/input_texts/348.txt,31.210000000000004,57.21375,7.227045541666669,85.03500000000003,48.0,132.91666666666666,3.0,15.5,12.549125,3.9583333333333335,0.0,120.0,1.0,0.5666666666666667,950,0,240,136,2,2,31,0,45,9,4,0,1,0,2,0,0,0
/home/lucas/Lux/res/readability/input_texts/349.txt,22.147897196261685,27.50542056074766,11.341909495327101,31.562406542056095,25.138317757009347,80.60280373831776,15.24744871391589,14.5,13.07832429906542,4.710280373831775,1.4299065420560748,53.5,1.0,0.5607476635514018,1512,459,321,180,6,6,87,30,138,3,0,0,0,2,4,0,0,1
/home/lucas/Lux/res/readability/input_texts/350.txt,15.811200000000003,19.84473333333333,9.007654620000004,55.91693333333336,20.506666666666668,60.86666666666666,13.954451150103322,8.0,11.071766666666667,4.34,1.284,41.666666666666664,1.0,0.5,1085,321,250,125,6,6,48,24,85,10,4,0,0,1,5,0,2,0
/home/lucas/Lux/res/readability/input_texts/351.txt,28.24771844660194,35.727174197162064,15.522134792475729,5.435294996265895,29.115982076176252,97.78995519044062,16.37333742362593,21.807692307692307,15.92094731142644,5.406553398058253,1.6201456310679612,63.38461538461539,1.0,0.25970873786407767,8910,2670,1648,428,26,26,567,155,954,24,12,0,0,1,12,0,0,1
/home/lucas/Lux/res/readability/input_texts/352.txt,70.15160278745645,93.79055168408829,8.455159576655053,-67.10457026713122,76.53333333333335,205.09639953542393,3.0,26.333333333333332,19.37111068524971,4.151567944250871,0.9425087108013938,191.33333333333334,1.0,0.4686411149825784,2383,541,574,269,3,3,79,0,227,18,1,0,0,0,5,0,1,0
/home/lucas/Lux/res/readability/input_texts/353.txt,8.263684210526314,11.440087719298248,8.25274318421053,80.93745614035089,11.712280701754386,41.122807017543856,8.477225575051662,4.0,9.463822807017545,4.2894736842105265,1.1842105263157894,25.333333333333332,1.0,0.7763157894736842,326,90,76,59,3,3,12,3,22,1,3,0,1,0,2,0,0,0
/home/lucas/Lux/res/readability/input_texts/354.txt,33.51538461538462,43.42758241758242,8.039602527472532,16.854615384615414,39.03736263736264,107.48351648351648,16.41640786499874,15.0,11.62042967032967,4.1098901098901095,1.1538461538461537,91.0,1.0,0.7802197802197802,374,105,91,71,1,1,15,6,20,3,1,0,1,0,0,0,0,0
